Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
22,M,Graduate,40000,A,71,Low,5,Science,Public,High,Medium,Yes,Low,Medium,Medium,Negative,Low,28,Yes,5,Balanced,Low,5,No,Neutral,Yes,No,Auditory,Yes,Yes,Medium,3,Medium,B
22,F,High School,40000,C,90,Low,10,Engineering,Private,Medium,Medium,No,Low,Low,High,Neutral,Medium,72,No,5,Healthy,Medium,7,No,Positive,No,Yes,Kinesthetic,Yes,Yes,Medium,1,Low,B
22,F,High School,40000,C,79,High,7,Engineering,Private,Medium,High,Yes,Medium,Low,High,Positive,High,23,Yes,8,Balanced,Medium,10,No,Positive,Yes,No,Auditory,Yes,No,Medium,4,High,A
20,M,Some College,30000,A,95,Medium,17,Science,Public,High,High,Yes,Medium,High,Low,Neutral,Low,87,No,4,Balanced,Low,10,No,Negative,Yes,Yes,Visual,No,Yes,High,2,Low,A
19,M,High School,60000,A,91,High,13,Arts,Private,High,High,Yes,Low,Medium,Medium,Negative,Medium,41,No,7,Balanced,High,6,No,Neutral,No,No,Visual,No,No,High,2,Medium,C
20,M,Some College,30000,B,87,High,12,Law,Public,High,Low,Yes,High,Low,Low,Negative,Low,64,Yes,9,Unhealthy,Low,8,No,Positive,Yes,Yes,Visual,Yes,No,High,3,Medium,C
18,F,College,50000,A,79,High,17,Law,Private,Medium,Low,No,Low,High,Medium,Negative,High,82,Yes,6,Healthy,Medium,5,No,Positive,No,Yes,Auditory,Yes,No,Low,6,Low,A
18,M,High School,60000,B,97,Low,13,Business,Public,High,Medium,No,High,Medium,High,Negative,High,26,Yes,6,Healthy,High,10,No,Neutral,Yes,Yes,Visual,No,Yes,Low,6,Medium,C
19,M,Graduate,30000,C,100,Medium,9,Medicine,Public,High,Low,No,Medium,Medium,Medium,Neutral,Medium,99,Yes,5,Balanced,Medium,10,Yes,Negative,No,No,Visual,No,Yes,High,4,Low,A
22,F,Graduate,40000,C,73,Medium,5,Business,Private,Low,Low,Yes,High,High,Low,Negative,High,64,Yes,5,Healthy,Low,9,Yes,Negative,Yes,No,Kinesthetic,Yes,No,High,1,Medium,B
22,M,College,60000,B,93,Medium,9,Business,Public,High,Low,No,High,Medium,High,Positive,Medium,51,No,7,Balanced,Medium,7,No,Negative,No,Yes,Kinesthetic,Yes,No,Low,4,Medium,A
22,M,Graduate,40000,B,75,High,10,Medicine,Public,Medium,Low,Yes,Low,Low,Medium,Positive,High,94,Yes,9,Healthy,Medium,8,No,Positive,No,Yes,Auditory,Yes,Yes,High,3,High,A
20,F,High School,75000,B,80,Medium,7,Science,Public,Medium,Medium,Yes,Low,Low,Low,Neutral,Medium,39,No,7,Balanced,High,5,Yes,Negative,Yes,No,Visual,Yes,Yes,Low,5,High,B
21,F,College,40000,B,73,Medium,5,Science,Private,High,Medium,No,Medium,Medium,Low,Positive,High,28,Yes,7,Balanced,High,10,Yes,Negative,Yes,No,Visual,No,No,High,3,Low,B
20,F,Graduate,60000,A,98,Medium,17,Medicine,Private,High,Medium,Yes,High,High,Low,Positive,Medium,59,No,8,Unhealthy,Medium,9,No,Positive,Yes,Yes,Auditory,Yes,Yes,Low,5,High,C
18,F,Some College,40000,C,83,High,15,Arts,Private,Low,Medium,Yes,High,Low,Medium,Negative,Low,85,No,8,Healthy,Medium,6,No,Negative,No,Yes,Auditory,No,Yes,High,6,High,C
18,F,High School,50000,C,87,Medium,10,Arts,Private,High,Low,No,High,Medium,Medium,Negative,High,38,Yes,6,Healthy,Medium,5,No,Negative,Yes,No,Kinesthetic,Yes,No,Low,4,Medium,C
20,M,Graduate,40000,C,84,Medium,17,Science,Private,Low,Medium,High,High,High,Medium,Positive,High,41,Yes,4,Unhealthy,Medium,8,Yes,Neutral,No,Yes,Visual,No,Yes,High,2,High,A
22,M,College,50000,B,94,High,18,Science,Private,Low,Low,Yes,High,Low,Low,Positive,Low,86,Yes,5,Balanced,Low,10,Yes,Negative,Yes,No,Auditory,No,No,Low,3,Medium,C
19,M,College,30000,B,96,High,17,Business,Public,Medium,Low,Yes,Medium,Low,Medium,Neutral,Low,41,No,7,Unhealthy,Medium,10,No,Neutral,Yes,Yes,Visual,Yes,No,Medium,1,Medium,C
21,F,High School,30000,B,96,High,9,Law,Private,High,Low,High,Low,Medium,High,Positive,Low,40,Yes,6,Balanced,Low,6,Yes,Neutral,No,No,Auditory,No,Yes,Medium,6,High,A
22,F,Graduate,50000,A,83,Medium,17,Business,Public,Low,High,No,Medium,Low,Medium,Positive,Medium,48,No,7,Healthy,Low,6,No,Neutral,Yes,Yes,Visual,Yes,No,High,3,Medium,A
22,M,College,75000,A,96,High,6,Engineering,Private,High,Medium,High,Medium,Medium,High,Neutral,Medium,31,Yes,7,Balanced,High,7,No,Negative,No,Yes,Auditory,No,Yes,Medium,1,Low,C
22,F,College,40000,A,92,High,11,Law,Public,Low,Low,No,Medium,High,Medium,Negative,Medium,82,Yes,5,Unhealthy,Low,6,No,Negative,No,No,Visual,No,Yes,Medium,4,High,B
19,M,Some College,50000,C,81,High,18,Law,Public,Low,Low,No,High,Medium,High,Negative,Medium,33,Yes,9,Balanced,High,10,Yes,Negative,No,No,Kinesthetic,No,Yes,High,1,Low,B
19,M,Graduate,30000,A,79,Low,18,Medicine,Public,High,Low,Yes,Low,High,Low,Negative,High,28,No,6,Balanced,Medium,6,Yes,Negative,No,No,Kinesthetic,Yes,Yes,Low,6,Medium,B
18,F,College,60000,C,79,High,17,Business,Public,Low,Medium,No,High,High,Low,Neutral,Medium,41,Yes,6,Balanced,Low,2,No,Positive,No,Yes,Visual,No,No,Low,1,High,B
19,M,Graduate,40000,A,95,High,14,Business,Public,High,Low,No,Low,High,Medium,Neutral,High,30,No,5,Unhealthy,Medium,3,Yes,Positive,No,Yes,Auditory,Yes,No,High,5,Low,B
19,F,Graduate,30000,C,75,High,14,Law,Public,High,Low,Yes,High,Low,Low,Negative,Low,83,Yes,8,Healthy,High,7,No,Positive,No,Yes,Kinesthetic,No,No,Medium,6,Medium,A
22,M,Graduate,30000,A,87,High,11,Law,Public,Medium,Low,Yes,Medium,High,High,Neutral,Low,25,Yes,7,Balanced,High,4,No,Positive,No,Yes,Auditory,No,No,High,4,Medium,B
20,F,High School,50000,A,73,High,12,Engineering,Private,Low,Medium,No,Medium,Low,High,Positive,Low,72,No,8,Balanced,Low,2,No,Neutral,No,No,Auditory,No,No,Low,3,Medium,C
18,M,Some College,50000,B,77,High,19,Science,Public,High,Low,Yes,Medium,Low,Low,Negative,Low,76,Yes,5,Unhealthy,Medium,7,No,Positive,Yes,No,Auditory,Yes,Yes,Low,5,Medium,B
21,F,High School,40000,C,83,High,11,Law,Public,Low,Low,Yes,Medium,Medium,High,Negative,Medium,41,Yes,7,Balanced,Medium,3,Yes,Negative,Yes,Yes,Visual,Yes,Yes,High,5,High,C
21,M,High School,40000,A,91,Low,14,Medicine,Public,Low,Low,No,High,High,Low,Positive,Low,20,Yes,5,Healthy,High,5,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,High,3,Medium,A
20,F,Graduate,40000,A,99,Medium,17,Engineering,Public,Medium,Medium,No,High,Low,Low,Negative,Low,73,No,5,Unhealthy,Low,2,No,Positive,No,Yes,Auditory,Yes,Yes,Medium,6,Medium,B
19,M,High School,40000,A,97,Medium,19,Arts,Private,Low,Medium,No,Low,Medium,High,Neutral,Medium,34,Yes,7,Balanced,Medium,9,No,Neutral,Yes,No,Kinesthetic,No,No,Low,6,Medium,A
22,M,Graduate,75000,A,70,Low,9,Law,Private,Medium,Medium,No,Low,Low,Medium,Neutral,High,78,Yes,9,Healthy,High,6,No,Neutral,Yes,Yes,Visual,No,Yes,High,5,Low,C
22,F,Graduate,60000,C,75,Low,18,Science,Public,High,Medium,No,Low,Low,High,Neutral,High,95,No,5,Balanced,Low,10,No,Neutral,No,Yes,Auditory,No,Yes,High,2,High,A
21,F,High School,60000,A,97,High,20,Engineering,Public,Medium,Low,Yes,Low,High,Low,Neutral,High,68,Yes,7,Healthy,High,4,No,Positive,No,No,Auditory,Yes,No,Low,3,High,C
22,M,Graduate,40000,B,79,Low,7,Science,Public,Medium,Medium,Yes,High,High,High,Positive,Medium,55,Yes,6,Balanced,High,7,Yes,Positive,No,No,Auditory,No,No,Low,3,Medium,C
21,F,College,75000,B,71,Low,14,Science,Public,High,Medium,Yes,Medium,Low,Low,Negative,High,96,No,9,Healthy,Low,6,Yes,Negative,No,Yes,Visual,No,No,Low,6,Low,A
22,F,Graduate,50000,B,74,Low,7,Law,Public,Medium,Low,Yes,Low,Medium,Medium,Neutral,High,93,Yes,9,Balanced,Medium,8,No,Neutral,No,No,Visual,Yes,No,High,4,Low,C
18,M,College,60000,C,70,High,7,Business,Private,Low,Medium,No,Low,High,Medium,Neutral,High,20,No,5,Healthy,High,9,Yes,Negative,Yes,Yes,Kinesthetic,Yes,Yes,Low,5,Medium,A
21,M,Some College,30000,C,78,High,10,Law,Public,Low,Low,No,High,Medium,Medium,Negative,Low,48,Yes,4,Balanced,High,2,Yes,Positive,No,No,Visual,Yes,No,High,2,High,C
21,M,College,50000,C,81,High,11,Engineering,Private,Medium,Medium,No,Low,High,Medium,Neutral,High,56,Yes,9,Balanced,Low,5,Yes,Positive,Yes,Yes,Auditory,No,No,Low,2,Low,B
18,M,Some College,50000,A,81,High,16,Law,Private,High,Medium,No,High,Medium,Medium,Negative,Low,66,Yes,5,Balanced,Low,4,No,Positive,Yes,Yes,Kinesthetic,No,No,Medium,3,Medium,B
21,M,Graduate,40000,B,77,Low,11,Law,Public,Low,Medium,High,High,High,Medium,Positive,High,28,Yes,5,Balanced,Medium,8,No,Negative,No,No,Auditory,No,Yes,High,3,High,C
22,F,High School,40000,C,81,Medium,12,Medicine,Private,Medium,Low,No,High,Medium,High,Neutral,Low,45,No,9,Unhealthy,Low,9,Yes,Positive,Yes,No,Auditory,No,Yes,Low,6,Low,A
19,M,High School,40000,A,88,Medium,16,Business,Public,Medium,Low,Yes,Low,Low,Medium,Negative,Medium,55,No,7,Balanced,Medium,10,No,Positive,No,Yes,Auditory,No,Yes,High,2,High,C
19,M,College,50000,B,70,Low,17,Business,Private,High,High,No,Low,Medium,Medium,Neutral,High,69,No,7,Healthy,High,6,Yes,Positive,No,Yes,Visual,Yes,No,Low,5,High,B
18,F,Graduate,30000,A,96,Low,9,Science,Private,Low,High,No,Low,Low,Medium,Positive,Medium,30,No,9,Unhealthy,High,9,Yes,Positive,Yes,No,Visual,Yes,No,High,3,High,B
18,F,Some College,40000,C,87,Low,13,Medicine,Private,Medium,Low,No,Low,Low,Low,Negative,High,94,No,7,Balanced,High,8,No,Negative,No,No,Kinesthetic,Yes,Yes,Medium,5,Low,B
20,F,Graduate,60000,A,70,High,17,Science,Public,High,Low,Yes,High,Medium,Low,Neutral,Medium,76,No,5,Healthy,High,6,No,Positive,No,Yes,Kinesthetic,Yes,No,Medium,4,Medium,B
21,F,Some College,30000,C,82,High,15,Arts,Private,Low,Low,Yes,High,High,Medium,Neutral,High,41,No,5,Unhealthy,Low,3,Yes,Neutral,Yes,Yes,Visual,No,Yes,High,3,Low,B
20,M,Graduate,40000,B,81,Medium,11,Law,Public,Medium,High,No,High,Medium,Medium,Positive,Medium,65,No,7,Unhealthy,Medium,5,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,4,High,C
22,M,Some College,50000,B,96,High,18,Medicine,Private,Medium,Medium,No,High,Low,Low,Negative,Low,63,Yes,4,Unhealthy,Medium,6,No,Neutral,Yes,No,Visual,No,No,High,2,High,B
21,M,Graduate,40000,C,81,Low,13,Science,Public,High,Medium,No,High,High,High,Positive,High,87,No,6,Balanced,Low,5,No,Positive,Yes,Yes,Auditory,No,No,High,6,High,A
20,M,College,40000,C,99,Medium,17,Engineering,Private,Medium,Low,No,Medium,Medium,Medium,Neutral,Low,85,Yes,9,Balanced,Low,4,No,Negative,No,No,Auditory,Yes,No,Low,1,Low,B
21,F,Some College,50000,C,70,Medium,17,Arts,Private,Low,Low,Yes,Medium,Medium,High,Positive,Medium,44,Yes,9,Unhealthy,Medium,5,No,Neutral,No,Yes,Kinesthetic,No,No,Medium,3,Medium,A
19,M,Graduate,30000,C,82,Low,11,Arts,Public,Low,Medium,No,Low,High,High,Neutral,High,96,No,8,Balanced,High,7,No,Neutral,No,Yes,Auditory,No,Yes,Medium,6,Medium,B
18,F,College,30000,B,79,Low,17,Business,Private,High,High,Yes,Low,Low,Medium,Negative,High,52,No,9,Balanced,Medium,2,No,Positive,Yes,Yes,Visual,No,Yes,Low,3,Medium,A
21,M,High School,30000,A,95,High,12,Law,Public,Low,Low,Yes,Medium,Medium,Medium,Neutral,High,25,Yes,5,Healthy,Medium,2,No,Negative,No,No,Auditory,Yes,Yes,Low,5,Medium,C
22,F,College,50000,C,81,Low,5,Law,Private,Medium,Low,No,Low,Medium,Low,Negative,Low,43,No,6,Balanced,Medium,9,No,Neutral,No,Yes,Visual,Yes,No,High,4,Low,A
20,F,Some College,75000,A,99,Low,19,Arts,Public,Low,High,No,Low,Medium,High,Neutral,Medium,71,Yes,4,Healthy,High,4,No,Negative,Yes,Yes,Auditory,No,No,High,3,Medium,C
22,M,College,50000,A,78,High,20,Engineering,Private,Low,Medium,Yes,Low,Low,Medium,Neutral,High,82,No,9,Healthy,Medium,3,No,Negative,No,Yes,Auditory,No,Yes,Medium,5,Medium,B
22,F,Some College,30000,B,81,Low,9,Medicine,Private,Medium,High,No,Low,High,Low,Positive,High,95,Yes,7,Balanced,Medium,3,No,Neutral,No,Yes,Auditory,Yes,No,High,3,High,C
22,M,College,40000,A,79,High,8,Engineering,Private,Medium,High,No,Medium,High,High,Positive,Medium,32,No,7,Unhealthy,High,4,No,Positive,Yes,Yes,Visual,No,No,High,3,High,C
18,M,Some College,60000,A,71,Medium,17,Business,Public,Medium,Medium,Yes,High,Medium,Low,Positive,High,38,No,7,Balanced,High,3,Yes,Neutral,No,No,Visual,No,Yes,Medium,1,High,C
21,M,College,75000,B,81,High,17,Business,Public,Medium,Medium,Yes,Low,Medium,High,Neutral,Low,98,No,4,Healthy,High,7,Yes,Neutral,No,No,Kinesthetic,Yes,No,High,1,Low,B
22,M,Graduate,60000,A,73,Medium,17,Medicine,Public,Low,High,Yes,Low,High,Medium,Negative,Medium,25,No,7,Balanced,Low,4,Yes,Positive,No,Yes,Kinesthetic,No,No,Low,6,High,C
20,M,High School,60000,A,81,Medium,6,Business,Public,Low,Low,Yes,Low,Medium,High,Positive,Low,99,Yes,6,Unhealthy,Low,8,No,Negative,Yes,Yes,Auditory,No,No,Medium,1,Low,A
18,F,College,75000,A,95,Medium,15,Business,Public,Low,Medium,No,High,Low,Low,Neutral,Low,94,Yes,5,Balanced,Low,10,Yes,Positive,Yes,Yes,Auditory,No,No,High,3,Low,C
20,F,High School,60000,A,71,High,7,Medicine,Public,High,Medium,No,Low,Medium,Medium,Negative,Low,88,No,7,Healthy,Low,5,Yes,Positive,No,Yes,Auditory,No,Yes,Medium,4,Low,B
19,M,College,60000,A,73,Medium,14,Business,Public,High,Low,Yes,Medium,Medium,Low,Neutral,High,41,No,5,Unhealthy,Low,3,Yes,Negative,No,No,Auditory,Yes,Yes,Medium,3,High,B
20,M,College,40000,B,96,Low,9,Engineering,Public,Low,Medium,Yes,Medium,High,High,Negative,High,76,No,6,Balanced,Medium,5,No,Positive,No,No,Kinesthetic,No,No,Low,3,High,C
22,M,Graduate,30000,B,80,Low,9,Science,Private,Medium,High,No,High,Medium,High,Negative,Low,42,No,6,Balanced,Medium,7,No,Neutral,No,No,Kinesthetic,Yes,Yes,Low,3,Low,C
21,F,Graduate,40000,A,80,High,20,Engineering,Private,High,Medium,No,Low,High,Low,Neutral,High,87,No,4,Unhealthy,Medium,8,No,Neutral,No,No,Kinesthetic,No,Yes,High,3,High,C
21,F,Graduate,30000,A,86,High,8,Science,Public,Medium,Medium,Yes,High,Low,Medium,Negative,High,27,Yes,6,Balanced,High,7,Yes,Neutral,Yes,Yes,Visual,No,No,High,3,Low,A
22,M,Graduate,50000,B,81,Medium,20,Law,Private,Medium,Low,High,High,Low,Medium,Negative,High,76,No,6,Unhealthy,High,4,No,Negative,No,Yes,Visual,No,No,Medium,5,Low,B
22,M,Some College,40000,B,76,Medium,20,Medicine,Private,Medium,Low,High,Low,Medium,High,Neutral,High,23,No,7,Balanced,High,9,No,Positive,Yes,No,Auditory,No,Yes,High,6,Low,B
19,M,Some College,40000,B,80,Medium,20,Law,Public,Low,High,Yes,High,Low,High,Neutral,Medium,51,No,5,Balanced,Medium,2,Yes,Positive,No,Yes,Auditory,Yes,Yes,Low,5,High,B
21,F,High School,40000,C,92,High,9,Law,Public,Low,Low,No,High,High,Low,Negative,Low,94,No,5,Unhealthy,Medium,7,No,Negative,Yes,No,Auditory,Yes,Yes,High,3,High,A
22,M,High School,50000,C,71,High,15,Law,Public,High,Low,No,Low,Medium,Medium,Neutral,Medium,95,No,6,Unhealthy,Low,3,No,Negative,No,No,Kinesthetic,Yes,Yes,Medium,2,High,B
22,F,High School,75000,A,72,Medium,20,Law,Public,Low,High,No,Medium,Low,Low,Positive,Low,34,Yes,9,Balanced,Low,10,No,Positive,No,Yes,Auditory,No,Yes,Medium,4,Medium,A
19,M,Some College,50000,A,70,Medium,6,Law,Private,Medium,Medium,Yes,High,Medium,Medium,Positive,Low,52,No,8,Unhealthy,Medium,2,Yes,Negative,No,Yes,Kinesthetic,Yes,No,Low,5,High,A
18,F,High School,40000,B,70,Medium,19,Arts,Public,Medium,High,Yes,Medium,Low,Medium,Neutral,High,76,No,9,Unhealthy,Low,7,Yes,Positive,No,Yes,Auditory,No,No,Low,4,High,C
18,F,Some College,40000,A,89,Low,13,Arts,Private,Low,Medium,No,Medium,High,Medium,Negative,Medium,74,Yes,5,Balanced,Low,6,No,Neutral,No,No,Auditory,No,Yes,Low,6,High,A
21,M,College,40000,B,76,Medium,10,Engineering,Public,Low,Medium,Yes,High,Medium,Low,Negative,Medium,88,No,4,Unhealthy,High,6,No,Negative,No,No,Visual,Yes,Yes,High,5,High,A
20,M,High School,40000,A,81,Medium,16,Engineering,Public,Medium,Medium,No,High,High,High,Positive,Medium,41,No,4,Healthy,Low,2,No,Positive,No,Yes,Auditory,No,Yes,Low,4,High,B
18,F,College,50000,B,79,Low,15,Law,Private,High,High,No,High,Medium,Low,Negative,High,91,Yes,7,Unhealthy,Medium,3,No,Positive,Yes,No,Visual,Yes,Yes,High,3,High,B
21,M,Some College,30000,B,79,Medium,5,Medicine,Public,Low,Medium,Yes,High,Medium,Medium,Neutral,Medium,91,Yes,7,Balanced,High,4,Yes,Negative,No,No,Auditory,No,No,High,4,Low,A
21,M,Graduate,30000,A,81,Low,11,Law,Public,Medium,Low,Yes,High,Low,High,Neutral,High,35,No,7,Balanced,Medium,5,Yes,Positive,Yes,No,Auditory,No,No,High,2,High,B
22,M,College,50000,C,96,High,8,Law,Public,Low,Medium,High,Low,High,Medium,Neutral,High,53,No,6,Balanced,Medium,3,No,Neutral,No,Yes,Visual,Yes,No,High,5,Low,B
20,M,Some College,50000,C,96,Medium,6,Law,Private,Medium,Medium,No,Low,Low,Medium,Neutral,Medium,41,No,6,Balanced,Medium,8,No,Neutral,Yes,Yes,Visual,Yes,No,High,5,Medium,B
20,F,Some College,40000,B,72,Medium,15,Business,Public,Medium,High,Yes,High,Medium,Medium,Negative,High,89,No,7,Unhealthy,Low,9,No,Negative,Yes,No,Visual,Yes,Yes,High,3,Medium,A
22,F,High School,60000,A,87,Low,18,Engineering,Public,High,Medium,Yes,Medium,Low,High,Neutral,High,80,No,5,Balanced,Low,8,No,Negative,Yes,Yes,Visual,Yes,Yes,High,4,High,B
20,F,High School,40000,A,81,Low,14,Arts,Public,Low,Low,Yes,High,High,Low,Neutral,High,82,Yes,7,Balanced,Medium,6,No,Positive,No,No,Auditory,Yes,No,Medium,3,Medium,C
22,M,Some College,60000,A,95,Low,11,Law,Private,Low,Medium,Yes,High,High,Medium,Negative,High,74,Yes,5,Unhealthy,Medium,4,No,Positive,Yes,No,Auditory,No,Yes,Medium,4,High,B
20,M,College,50000,C,81,Low,11,Engineering,Private,Low,Low,No,Low,Low,High,Positive,Medium,83,No,5,Unhealthy,Low,6,Yes,Positive,No,No,Auditory,Yes,Yes,High,5,Medium,C
21,M,Some College,50000,A,79,Medium,10,Engineering,Private,Medium,Low,Yes,High,Low,Low,Positive,High,90,Yes,9,Unhealthy,High,2,No,Neutral,Yes,Yes,Visual,No,No,High,2,Low,A
19,F,Graduate,50000,B,70,High,11,Business,Private,Low,Low,High,Medium,Medium,Medium,Positive,Low,81,Yes,7,Unhealthy,High,3,No,Negative,No,No,Kinesthetic,No,No,Low,6,Low,A
20,M,High School,30000,A,100,Low,19,Arts,Public,High,Low,High,Low,Medium,Low,Neutral,Medium,96,Yes,4,Healthy,High,7,No,Neutral,No,Yes,Visual,No,Yes,High,5,High,B
21,F,Graduate,30000,A,100,Medium,8,Law,Private,High,Low,Yes,High,Low,Low,Positive,Low,93,No,8,Balanced,Low,9,Yes,Negative,Yes,No,Auditory,Yes,Yes,High,5,Medium,B
22,F,Some College,40000,B,98,Medium,20,Business,Public,High,High,Yes,Low,High,Medium,Positive,High,31,Yes,5,Healthy,Low,10,No,Positive,No,Yes,Kinesthetic,No,No,Low,6,High,C
21,M,Graduate,40000,B,91,Low,14,Law,Public,Medium,Medium,Yes,Medium,Medium,Low,Positive,Medium,83,Yes,5,Unhealthy,High,6,No,Neutral,No,Yes,Kinesthetic,No,No,Medium,4,High,C
18,F,High School,40000,B,76,Medium,6,Arts,Public,Medium,Medium,No,Low,High,Medium,Neutral,Low,30,Yes,7,Unhealthy,High,6,Yes,Negative,Yes,No,Auditory,No,Yes,High,6,Low,C
22,M,Graduate,75000,B,81,Medium,11,Science,Private,High,Medium,Yes,Low,Medium,High,Negative,High,56,Yes,4,Balanced,Low,6,Yes,Positive,No,No,Visual,No,No,Medium,1,High,B
20,M,High School,40000,A,94,Medium,13,Law,Public,Medium,Medium,No,Medium,Low,Low,Positive,Low,93,Yes,7,Balanced,Medium,2,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,3,Medium,B
20,M,College,30000,C,79,Medium,16,Engineering,Private,Low,High,No,Low,Low,High,Neutral,Medium,47,Yes,5,Balanced,Low,10,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,Low,4,Low,A
21,M,Graduate,50000,A,82,Medium,7,Medicine,Private,High,High,No,Medium,Low,High,Negative,High,77,No,7,Unhealthy,Low,8,Yes,Neutral,No,Yes,Auditory,No,No,High,2,Low,C
22,M,Graduate,30000,B,98,High,10,Science,Public,Medium,High,Yes,High,Medium,Medium,Positive,High,75,Yes,7,Balanced,Medium,2,Yes,Negative,No,Yes,Visual,No,No,High,5,Medium,A
20,M,Some College,30000,C,89,Low,11,Arts,Public,High,Medium,Yes,Low,Medium,Low,Neutral,Medium,36,Yes,6,Balanced,Medium,2,Yes,Positive,No,No,Kinesthetic,No,No,High,3,Medium,B
22,M,College,75000,C,80,Medium,17,Arts,Private,High,High,No,Medium,High,High,Positive,Low,25,Yes,6,Balanced,Low,5,No,Positive,No,Yes,Auditory,No,No,High,4,High,C
22,F,High School,75000,C,98,Medium,5,Science,Public,Medium,Medium,No,Low,Medium,Low,Neutral,Medium,56,No,9,Balanced,High,10,No,Neutral,No,No,Visual,No,Yes,Low,5,Medium,A
20,M,High School,75000,B,71,High,6,Law,Private,Medium,High,Yes,Medium,High,Low,Negative,Medium,80,No,6,Healthy,Medium,10,No,Positive,No,No,Kinesthetic,Yes,Yes,Medium,2,Low,A
21,F,Graduate,75000,C,89,Medium,13,Engineering,Private,High,High,Yes,High,High,High,Positive,Low,22,No,8,Unhealthy,Medium,4,Yes,Negative,Yes,Yes,Auditory,Yes,No,High,2,High,B
19,F,High School,75000,B,100,Low,9,Law,Private,High,Low,Yes,High,Medium,Medium,Neutral,High,97,No,8,Balanced,Low,5,No,Neutral,No,Yes,Kinesthetic,Yes,No,Low,3,Medium,C
22,M,Graduate,40000,A,92,Medium,15,Engineering,Private,Medium,Medium,No,Low,Low,High,Neutral,High,41,No,6,Balanced,Low,9,Yes,Neutral,No,Yes,Auditory,Yes,Yes,High,2,Medium,A
19,M,Graduate,40000,B,84,High,16,Science,Public,Low,High,No,Medium,Low,Medium,Negative,Low,98,No,4,Healthy,Low,8,Yes,Positive,Yes,Yes,Auditory,No,Yes,Low,3,Medium,B
18,M,High School,60000,B,100,Low,8,Business,Private,High,High,High,Medium,Medium,Medium,Positive,High,34,No,6,Balanced,Low,5,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,6,High,B
21,F,College,75000,C,88,High,5,Law,Private,High,Low,High,Medium,Medium,Low,Positive,High,30,Yes,8,Balanced,Medium,5,Yes,Negative,No,Yes,Auditory,Yes,No,High,5,High,C
18,M,High School,50000,A,100,Low,8,Business,Public,Low,Low,No,Low,Medium,Medium,Neutral,High,43,Yes,9,Unhealthy,Medium,8,Yes,Positive,No,Yes,Kinesthetic,Yes,No,High,6,Medium,C
22,M,Graduate,30000,A,88,High,20,Science,Private,Medium,Medium,Yes,High,Medium,Medium,Negative,Low,95,Yes,9,Unhealthy,Medium,5,No,Negative,No,No,Kinesthetic,No,No,Low,3,High,C
21,M,Some College,75000,B,79,High,6,Business,Private,High,Low,No,Medium,Low,Low,Neutral,Medium,76,No,7,Unhealthy,High,10,No,Positive,No,No,Kinesthetic,Yes,Yes,Medium,5,Medium,A
22,F,High School,40000,B,81,Low,17,Business,Public,Medium,Low,No,Medium,Low,High,Neutral,High,41,Yes,5,Unhealthy,High,10,No,Neutral,Yes,Yes,Auditory,Yes,Yes,High,2,Medium,B
19,F,College,30000,A,97,Low,13,Business,Public,High,Medium,No,Medium,High,Low,Negative,High,22,No,7,Balanced,High,10,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,Low,3,High,B
18,M,Graduate,40000,B,94,Medium,11,Science,Public,Low,Medium,Yes,High,Medium,Medium,Positive,Medium,56,No,5,Balanced,High,8,No,Negative,No,No,Kinesthetic,Yes,No,Low,3,Medium,B
20,F,Graduate,75000,B,88,Medium,15,Law,Private,Medium,High,No,Medium,Medium,Medium,Neutral,Low,59,No,4,Unhealthy,High,3,No,Positive,Yes,No,Visual,No,Yes,Medium,6,Low,C
22,M,Some College,50000,A,74,Medium,18,Law,Public,Low,Low,High,High,High,Low,Positive,High,36,No,6,Healthy,High,7,No,Negative,No,Yes,Auditory,Yes,Yes,Low,3,High,A
21,F,Graduate,40000,A,81,Medium,17,Medicine,Private,Medium,Low,No,High,High,High,Neutral,Medium,60,No,5,Unhealthy,Low,6,Yes,Negative,Yes,No,Auditory,Yes,No,Medium,5,Medium,B
21,M,Graduate,40000,C,85,Low,20,Business,Private,Low,High,Yes,Low,Medium,Medium,Positive,Low,84,Yes,5,Unhealthy,Low,3,No,Positive,No,No,Kinesthetic,No,No,Medium,2,High,B
21,M,Some College,50000,C,76,High,18,Science,Private,Medium,High,Yes,Medium,Medium,Medium,Neutral,Low,97,No,7,Healthy,Low,9,No,Neutral,Yes,No,Auditory,No,No,Low,3,Medium,B
